N1 N2 Na Tsplit M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
1.67608 10.28501 6.49436 29.5 8.00933 8.00933 9.71965 42.47922 18.23632 28.74896 251 251 88 30.194 8.572 0 0 4.174 2.806 10.9 6.362 15.12 7.074 -9 0 0.0055973 0.0027801 0.00681 0.0028041 0.0054384 0.0021583 0.0073342 0.0023088 0.0461598 0.8414819 -0.3172912 0.738705 0.006595 0.0027891 0.0003914 0.0006782 0.030238 0.0469486 0.7559365 4.00682246012043e-05 3.99923170556656e-05 0.00032786275727226 0.00213671809849249 4.00064430511317e-05 0.000120281602486538 0.00558083834009021 0.73149133713844 0.000460640979460251 0.00117102076081032 0.00177380179487399 0.255051881042135 0.000238818976922854 0.0014466842039996 4.00241944538425e-05 4.00231258554352e-05
13.386 21.25469 3.79733 29.5 27.78809 27.78809 15.48092 93.75501 6.7048 62.84488 325 325 89 115.77 20.854 0 0 21.066 8.352 21.038 8.068 73.666 16.092 -9 0 0.0293929 0.0064046 0.0284761 0.0051277 0.0300343 0.0054081 0.029457 0.0045095 -0.0963903 0.4140663 -0.1368897 0.394335 0.0289987 0.0055154 6.42e-05 0.0007686 0.0012529 0.013271 0.841814 6.37186660987418e-05 6.37277922576469e-05 6.37205476490414e-05 6.39705893453015e-05 6.3380040823575e-05 6.39822196057835e-05 0.000745053476851428 0.0657569919848957 0.00112060870198348 0.330155928924033 6.36384077123284e-05 0.10832581654306 0.00182149004541575 0.491500659013536 6.35059108672402e-05 6.38071358649892e-05
17.76271 17.8345 15.83126 29.5 22.76526 22.76526 7.55403 127.2752 19.69621 97.14877 295 295 90 98.578 35.795 0 0 18.608 9.79 17.676 9.85 62.294 23.683 -9 0 0.0358745 0.0094275 0.0322683 0.0062126 0.0352675 0.0073666 0.0329207 0.0052099 0.0385361 0.41714 -0.08739 0.3991327 0.0343601 0.0075794 0.0002887 0.0010308 0.0045062 0.0156273 0.8693461 5.62051458751166e-05 5.62239709754928e-05 5.6373305751841e-05 0.000476880384150014 5.62638948245121e-05 0.000305777652186012 9.65535347412778e-05 0.434094813243782 0.000215142083675772 0.0199209062894522 0.000704314117598286 0.528065293731958 0.000999989839683067 0.0147826269369778 5.62075709373586e-05 5.64282974306126e-05
16.35986 21.0886 26.02676 29.5 16.88767 16.88767 18.15925 189.48998 19.86723 9.11587 232 232 91 77.466 40.027 0 0 14.102 9.143 13.634 10.005 49.728 25.685 -9 0 0.0410358 0.0109828 0.0350708 0.0072417 0.0390525 0.0083773 0.0353972 0.0058371 0.1692798 0.4181091 -0.0512126 0.4020058 0.038378 0.0088595 0.0003247 0.001049 0.0045286 0.0142078 0.8709909 0.000100411278902397 0.000100846930861311 9.91518943314373e-05 0.00371217826624243 9.8539705355402e-05 0.00439563765498767 0.00155202436313015 0.232570410936216 0.000696193994737531 0.0512289211878209 0.00128493930747828 0.524792027406259 9.89285924354506e-05 0.1790697463915 9.87154571996631e-05 0.000101326632542079
1.33132 23.22728 7.79015 29.5 29.41445 29.41445 17.37075 54.70784 5.81084 145.58434 55 55 92 25.428 7.139 0 0 3.756 2.549 7.936 4.212 13.736 6.215 -9 0 0.0049368 0.0023218 0.0054393 0.0022988 0.0049305 0.0018751 0.0061087 0.0019451 -0.0250622 0.8541141 -0.4537415 0.7389466 0.0053186 0.0022463 0.0001305 0.0003011 0.0132078 0.0281551 0.8426125 5.52885296258322e-05 5.42165300194608e-05 5.53986446644802e-05 0.000133730404569228 5.47126905748104e-05 0.000302018359012339 0.00129561792114939 0.0848644395086003 0.00271172250012732 0.706733996754429 0.000774254673077853 0.0370419957800605 0.00816367985533794 0.157649258717942 5.44673025335132e-05 5.5201828276339e-05
14.18025 18.21082 29.68143 29.5 7.14122 7.14122 4.61861 119.9042 19.10757 168.30308 425 425 93 105.866 30.059 0 0 18.658 9.241 20.174 10.711 67.034 20.836 -9 0 0.0334043 0.0105994 0.0314396 0.0075423 0.0323147 0.0079436 0.0314696 0.0059267 0.0882554 0.4783343 -0.0217291 0.4639865 0.0331385 0.0090654 0.0007166 0.0020959 0.0111091 0.0326871 0.8940868 7.08781924901812e-05 7.08823975508411e-05 7.08781457185596e-05 0.000224293560650655 7.08789955312263e-05 0.000220959325360117 0.00336605744887567 0.160225847808919 7.08851029880414e-05 0.000139551880008369 0.0105898736749758 0.822365578312374 0.000605517294280252 0.00176617587889535 7.08628916546464e-05 7.08790897271222e-05
7.03617 5.2294 11.54256 29.5 16.68406 16.68406 9.46164 55.18803 19.39165 64.82834 388 388 94 50.764 11.495 0 0 9.252 4.515 8.762 4.547 32.75 10.442 -9 0 0.0117891 0.0038931 0.0117653 0.0039013 0.0118391 0.0031105 0.011701 0.0031347 -0.0456255 0.6293468 -0.0038469 0.6386591 0.0119169 0.003771 0.0001398 0.0005145 0.006419 0.0215985 0.8671954 8.53915454088927e-05 0.00569075406679289 0.000839521817303172 0.0113731260841812 8.50210234028836e-05 0.00577963749827363 0.00247251808117912 0.282869035724181 0.00170270586755644 0.482641221496377 0.000895362304081356 0.0679844301094571 0.00182696324765858 0.134713875301424 8.50800294200094e-05 0.000955355803303172
3.4002 16.60467 15.04047 29.5 17.89365 17.89365 19.37829 95.40539 5.82966 177.83509 148 148 95 51.236 12.202 0 0 7.878 4.365 12.77 5.957 30.588 10.127 -9 0 0.0110943 0.0039106 0.0117217 0.0039598 0.0108424 0.0031372 0.0122213 0.0032345 0.0561968 0.6777101 -0.1955988 0.6226447 0.0116964 0.0039638 0.0002883 0.0006716 0.0117794 0.0254699 0.8469542 0.000576542249415657 0.000383229284408296 0.000113848949499484 0.00294275280724318 0.000116131403728973 0.00542837328820246 0.0152128737341048 0.589688483647055 0.00841948869939877 0.0864556002196035 0.00203053919342984 0.188200118177581 0.00696388646358243 0.0932384500688834 0.000113332415114211 0.000116349398749545
16.04407 22.73143 21.09629 29.5 22.01761 22.01761 9.94682 144.25885 5.52114 151.52231 415 415 96 90.066 39.112 0 0 16.18 9.485 15.834 10.039 58.052 25.761 -9 0 0.0388256 0.0104471 0.034093 0.0064697 0.0378432 0.0079929 0.0348363 0.0054695 0.0682587 0.4239591 -0.0908878 0.4011888 0.0366012 0.0082665 0.0001419 0.0009178 0.0018721 0.0131266 0.8676942 8.49461252483602e-05 8.50527246446861e-05 8.50218852413907e-05 0.000522760309026147 8.42427872891472e-05 0.00272993249788535 0.000532707187628918 0.40872438159424 0.0034829970149303 0.230071501837813 0.00108634374462032 0.18174394862729 0.00107734036991479 0.169518766722716 8.51398934915779e-05 8.49166780197775e-05
2.3364 5.52849 20.68827 29.5 18.47281 18.47281 9.44646 22.3305 7.00454 121.13963 207 207 97 28.612 7.925 0 0 4.788 3.202 6.35 3.669 17.474 7.14 -9 0 0.0063861 0.0027775 0.0066091 0.0027388 0.006275 0.0021572 0.0067153 0.0021209 0.02147 0.8190358 -0.1067592 0.7791324 0.0066358 0.00272 0.0001382 0.0004041 0.0105284 0.0270246 0.8719864 7.99904022380157e-05 0.00169262461288051 8.00743870799827e-05 0.00237345368631167 8.00975145457411e-05 0.00169566811020187 0.00138069916355113 0.348353212031902 0.00305063143293309 0.374412727029174 0.000765596979759936 0.0937891413176339 0.00257861355682745 0.169506883322366 8.03096528196471e-05 8.02767997742611e-05
11.56152 20.94256 27.7731 29.5 5.01607 5.01607 3.77642 174.11375 14.83678 95.67003 230 230 98 103.836 31.41 0.034 0.545 19.716 10.183 28.694 18.608 55.392 23.684 -8.828 1.948 0.0306255 0.0102963 0.0315794 0.0072688 0.0301882 0.009046 0.0310913 0.0058554 0.0534841 0.5558921 0.0533665 0.4674668 0.0364284 0.0103718 0.0053259 0.0068566 0.0758241 0.0927097 0.6509001 3.80435265067726e-05 3.804391397806e-05 3.80286253356812e-05 0.000546300995807526 3.80441465523866e-05 3.80384557657534e-05 0.000605713751471978 0.0871397313553059 3.80542878340821e-05 3.804775240365e-05 0.00356432805190705 0.907725441223655 3.8047884804868e-05 3.80434406268359e-05 3.80500089065107e-05 3.80425791378449e-05
19.30033 8.72022 11.21301 29.5 0.2425 0.2425 8.7901 167.01671 10.81169 4.85317 208 208 99 107.068 27.545 5.402 11.325 48.872 24.233 24.318 12.193 28.476 23.553 3.032 19.92 0.0264707 0.0084612 0.0170967 0.0081297 0.0268656 0.0079463 0.0180024 0.0078522 -0.0501964 0.5539611 -0.1371612 0.9461575 0.0439009 0.016932 0.0221171 0.0182225 0.3066615 0.2258512 0.3447056 9.3113792893414e-05 9.30732562734597e-05 0.000512930574339115 0.0147303481797872 9.31243506819835e-05 9.31144976699386e-05 0.0142113095674982 0.432190508757658 9.31193228248359e-05 9.3110178701278e-05 0.0111628014017745 0.526261054261127 9.3110261922572e-05 9.30358778249384e-05 9.31165919343168e-05 9.31291270885166e-05
19.13304 25.67263 16.32531 30 2.75412 2.75412 8.144 5.71017 11.97237 178.08954 289 289 0 42.954 30.463 0 0 8.242 6.302 7.562 7.5 27.148 18.948 -9 0 0.0468924 0.0082968 0.037075 0.0063239 0.0453489 0.0067572 0.038885 0.0054468 0.1303922 0.3318032 -0.1954903 0.3572032 0.0423272 0.0070468 0.0003435 0.0010138 0.0041117 0.0117733 0.8168957 8.59018432258034e-05 8.57487944337412e-05 8.58426706918194e-05 0.000358240524677753 8.64502520861672e-05 0.000544220137327561 8.60101181408952e-05 0.0578476524828911 8.6210748976161e-05 0.095479178861944 8.6042199879289e-05 0.374556477645073 0.000710480973674658 0.469729958005795 8.60857934655235e-05 8.54989477176912e-05
3.72815 9.02467 8.05238 30 1.91934 1.91934 13.78385 92.46994 16.69979 62.18085 420 420 1 48.666 11.474 0.002 0.045 8.318 4.175 14.52 7.609 25.826 10.094 -9 0 0.010104 0.0039621 0.0115095 0.0041214 0.0096242 0.0030463 0.0113723 0.0030495 0.1551698 0.7587073 -0.00442 0.6622818 0.0117139 0.0042562 0.0009072 0.0015171 0.0385646 0.0565054 0.739405 6.35715926477773e-05 0.000113123891211768 0.000172551685752257 0.0158118636482122 9.57733184532675e-05 0.00049043200283631 0.00299081609655513 0.611501856462144 0.000159277481113449 0.000507354890437164 0.0052267027819264 0.362111119930344 6.92737927359728e-05 0.000623069653885675 3.16155854287305e-05 3.15971863159615e-05
13.27681 19.53012 14.0227 30 16.58818 16.58818 11.23143 128.38293 2.60815 141.90103 362 362 2 114.806 21.283 0 0 20.354 8.4 21.036 7.95 73.416 16.676 -9 0 0.0299325 0.007174 0.0290922 0.0056042 0.0299261 0.0056112 0.0295219 0.0048105 -0.0197431 0.4316661 -0.0636023 0.4074861 0.0296848 0.0062172 0.0001725 0.0008276 0.0028326 0.0140099 0.8520343 8.71539552019508e-05 8.68207660623104e-05 8.72060733541637e-05 8.64444112538608e-05 8.7159566338883e-05 0.000141197459516616 0.00369097836226718 0.0606060451281515 0.00233267662291312 0.0852387824177509 0.00136674764492394 0.51248068763948 0.00238771062996537 0.331146176880615 8.72135762855389e-05 8.69988659200523e-05
29.94744 21.81336 11.78766 30 9.84586 9.84586 10.19156 72.23397 17.51761 181.92361 236 236 3 51.09 20.918 0 0 10.742 5.971 8.658 5.592 31.69 13.634 -9 0 0.049118 0.0078522 0.0385973 0.0059706 0.0485627 0.0067027 0.0407313 0.0055403 0.0415314 0.2751377 -0.2146293 0.315164 0.0442266 0.0065943 0.000369 0.0010316 0.0044243 0.0122121 0.834209 5.42700543398925e-05 5.40056530596512e-05 5.42778140536432e-05 0.000303276428587936 5.35562916652324e-05 0.00298287042299147 0.0007352278774119 0.434333522068816 9.4839770861735e-05 0.029344053632413 0.000392708041162792 0.468422424272732 5.43040530634708e-05 0.0630132527192794 5.3841941276529e-05 5.35689582854085e-05
16.49999 2.61615 6.20868 30 19.67878 19.67878 3.489 48.43948 12.22517 183.26581 220 220 4 45.834 12.545 0 0 15.75 10.787 6.53 3.927 23.554 9.047 -9 0 0.0103425 0.0038466 0.0086106 0.0035469 0.0110786 0.0033592 0.0084798 0.0028025 -0.2833259 0.6932662 0.0245824 0.8097467 0.010083 0.0038525 0.0006065 0.0012756 0.0281778 0.0487709 0.6670934 3.15304663217667e-05 3.14942098268784e-05 3.14916261340403e-05 0.00167852164936907 3.1457862212155e-05 3.15261330772744e-05 0.00357716796045746 0.756389830958955 3.15092171478972e-05 3.16056832269321e-05 0.00294081991390539 0.235066712609847 3.15923609610496e-05 3.16302241615343e-05 3.1550463204118e-05 3.15586611920137e-05
4.98056 10.28933 16.11952 30 3.34427 3.34427 5.05526 43.04134 3.77624 161.12062 386 386 5 60.49 13.444 0 0 10.46 5.368 15.038 7.754 34.992 11.571 -9 0 0.0132212 0.0045871 0.0143558 0.0046626 0.0128115 0.0036216 0.0141019 0.0034204 0.1042308 0.7103242 0.0338505 0.6499681 0.0148037 0.0049934 0.0010152 0.0021525 0.0326939 0.0611338 0.7549941 0.000196121978046678 6.18710885302987e-05 0.000525215670716554 0.00356859987505423 6.13247118091111e-05 0.000108753883699343 0.0664645633085538 0.257391094716844 6.22935030403201e-05 0.000391385913537484 0.00440004096387968 0.666218259613007 0.000260723270268708 0.000166640700220969 6.11902966822236e-05 6.19205061093227e-05
12.86608 3.57577 19.93047 30 17.58457 17.58457 7.14758 162.86738 6.59036 134.76409 179 179 6 54.232 13.615 0 0 17.308 9.873 8.466 4.554 28.458 10.996 -9 0 0.0123688 0.0041933 0.0108147 0.0041925 0.0129001 0.0036306 0.0104078 0.0033306 -0.1886752 0.5989565 0.1284401 0.8083385 0.012687 0.0046234 0.0010952 0.0018942 0.0419066 0.0588053 0.7315615 6.25476375220286e-05 6.25231647688404e-05 6.23150887977939e-05 0.00538261773521625 6.25179967449135e-05 0.000108160106574313 0.114086214972544 0.700300434399888 6.21753109255242e-05 0.000281917833421187 0.015743241369869 0.162630340060523 0.000541666552158519 0.000487872491521322 6.27816201529205e-05 6.26736593726407e-05
3.85155 18.17778 27.96181 30 25.63672 25.63672 17.27956 151.65282 19.47909 52.13392 403 403 7 56.452 12.464 0 0 8.992 4.889 11.48 5.916 35.98 11.056 -9 0 0.0128455 0.0042194 0.0131809 0.0043708 0.0126762 0.0032774 0.0133775 0.003403 0.036687 0.6868237 -0.0905014 0.6347593 0.0131083 0.0041869 9.52e-05 0.0005035 0.0038635 0.0184581 0.8926327 7.64582347019742e-05 0.000677039090416673 7.60820602241874e-05 0.000485673667859165 7.58980886023065e-05 0.00118481809249067 0.00121975331550217 0.456426712009244 0.00149576500984253 0.223727559376636 0.000167610039767932 0.130543642059302 0.0009480270154116 0.182678436745146 7.72541579506793e-05 0.000139271036902698
13.5948 4.23169 20.39473 30 29.63967 29.63967 18.33572 58.81298 19.90529 114.26062 496 496 8 55.716 12.305 0 0 9.798 4.958 8.884 4.675 37.034 11.096 -9 0 0.0131677 0.0041163 0.0131097 0.0041725 0.0132005 0.0033637 0.0129429 0.0032995 -0.0308651 0.5868833 0.0233521 0.6177021 0.0131815 0.0040501 4.29e-05 0.0004729 0.0015215 0.0171941 0.8939159 0.000147493158343543 0.000143571965650543 0.000143107830017772 0.000143132295137409 0.000145214333611437 0.00292881148121065 0.000142958951195187 0.0117960199642361 0.00394311571825985 0.486847680923236 0.000143663032247803 0.00568559559481618 0.000144059339214345 0.250549386595592 0.0154215977745697 0.221674591042662
9.19778 27.13381 9.47597 30 7.54392 7.54392 16.58735 89.09597 0.62152 73.85955 173 173 9 111.096 18.224 0 0 17.9 7.333 26.26 9.648 66.936 15.354 -9 0 0.0256192 0.0063436 0.026386 0.0055644 0.0252347 0.005609 0.0274028 0.0049686 0.0615753 0.4821173 -0.1552583 0.4344074 0.0265442 0.005865 0.0005416 0.0010899 0.0103605 0.0198016 0.8324794 0.000104301063398622 0.000104864747033819 0.00010483326564491 0.00207257048183672 0.000105008310276631 0.00148064521145176 0.00302076983176017 0.536448086227834 0.00236413061733827 0.0405764876731443 0.0210678520843517 0.316898860194367 0.00712941056629143 0.0683118900139194 0.00010513701441258 0.000105152696938013
27.07865 15.15423 6.07868 30 20.51186 20.51186 16.83975 76.58622 14.29189 80.04914 269 269 10 97.14 36.639 0 0 19.036 9.678 16.534 8.801 61.57 24.622 -9 0 0.0359473 0.0083038 0.0316958 0.005198 0.0363595 0.006987 0.0330391 0.0049242 -0.0656539 0.3496807 -0.1585245 0.3860238 0.0339864 0.0064619 0.0001649 0.0007975 0.0025927 0.0125725 0.8283086 8.77601342463273e-05 9.20879062337833e-05 8.50473537578542e-05 8.47277829575923e-05 8.29397096807657e-05 8.49701829181158e-05 8.31231173244416e-05 0.137958163084716 0.000489596939986888 0.182337212918549 0.00176880977120886 0.428700724886721 0.00515397522324436 0.242819935243089 8.53657802632165e-05 8.55599651028382e-05
24.53136 16.31803 25.49771 30 15.47137 15.47137 3.4068 171.73192 3.57183 116.52863 243 243 11 65.532 35.562 0 0 14.254 9.797 11.488 8.917 39.79 22.849 -9 0 0.0444338 0.0103576 0.0357269 0.0070086 0.0423633 0.0080129 0.0355347 0.0059067 0.1745223 0.3904382 0.0218066 0.4369826 0.0417507 0.0088165 0.0016704 0.0028711 0.0201871 0.0336538 0.7621651 5.48973070436899e-05 5.52144208121779e-05 5.48862388093745e-05 0.00193699933651895 5.49545750343415e-05 5.43545784447109e-05 0.00153304148602479 0.367494966822028 5.4797458648162e-05 5.50147678822635e-05 0.0286043092028205 0.597936403858192 5.50044634417233e-05 0.00194545220133085 5.45277356559033e-05 5.5175547312612e-05
5.56214 4.11413 3.13277 30 1.22998 1.22998 13.34349 107.53776 1.41935 184.65703 212 212 12 45.766 12.748 0.468 2.98 15.826 9.515 11.718 7.73 17.754 10.86 -8.272 4.32 0.0100064 0.0044952 0.0087403 0.004258 0.0094652 0.0034093 0.0083073 0.0031927 0.1674974 0.7987872 0.1509024 0.9690454 0.0139343 0.006953 0.004561 0.0059488 0.1740653 0.1722551 0.3804589 7.28751995070087e-05 3.63511295200312e-05 0.000239488925735644 0.0017351349142186 8.16075447901884e-05 0.000140883594228237 0.00637270628187136 0.674746962872532 3.63892673370005e-05 3.63692732256714e-05 0.00392756342679917 0.312428283060125 3.63187471296354e-05 3.63550072680677e-05 3.63761017369963e-05 3.63346539758778e-05
13.37877 20.31798 9.9282 30 7.35513 7.35513 7.81936 22.13908 3.94876 177.79711 128 128 13 113.684 22.872 0 0 20.778 8.181 22.904 8.716 70.002 17.214 -9 0 0.0292221 0.0075675 0.0285556 0.0057606 0.029448 0.0062253 0.0293629 0.0048118 -0.0514895 0.4135723 -0.1224398 0.3874557 0.0293275 0.006449 0.0004387 0.0011164 0.0079372 0.0202571 0.8442538 6.85589153692243e-05 6.83841385838052e-05 6.83930766950233e-05 0.00188143686281344 0.000168293385446038 0.00210417466081307 0.00350683828293905 0.599224188541217 0.00043423627520103 0.0155019990569586 0.00178840202494962 0.360900064872283 6.84517365841569e-05 0.0140796655515011 6.84549466391649e-05 6.8457672006618e-05
2.72485 19.52809 2.74641 30 28.76139 28.76139 7.37393 117.94569 15.88424 187.17539 197 197 14 47.842 12.436 0 0 6.906 3.881 14.718 8.673 26.218 9.553 -9 0 0.009551 0.0037355 0.0107683 0.0038587 0.0093366 0.0029237 0.0115386 0.0033307 0.0728356 0.8401125 -0.2849025 0.6749062 0.0105338 0.0037721 0.0003742 0.0008056 0.0176933 0.0340444 0.7901436 3.47213071316249e-05 3.40115766791121e-05 3.51771922975444e-05 0.000220669027866573 3.4914003284728e-05 3.46863501245329e-05 0.0095567046364299 0.690440432188594 3.50939623579601e-05 0.000280730591683983 0.00197551736290572 0.297164369971417 3.46101534628821e-05 4.8698234366751e-05 3.50836898882218e-05 3.45797515089816e-05
23.05712 4.42332 9.14864 30 9.78848 9.78848 18.59302 72.23466 5.45298 75.07597 280 280 15 67.398 14.077 0 0 16.352 8.163 10.272 5.376 40.774 12.404 -9 0 0.0154378 0.0046279 0.0145951 0.0044984 0.0161021 0.0038658 0.0143883 0.003656 -0.1887535 0.5580112 0.0420445 0.6281829 0.0152502 0.0044729 0.0002337 0.0007186 0.0079173 0.0227327 0.8605636 3.98494440324315e-05 3.99676896058324e-05 4.01043063591814e-05 3.97312509797024e-05 3.97885296128792e-05 0.000291517542688123 0.00279981027408669 0.495844508541249 0.000277515581635303 0.00222385482531853 0.00486403549288208 0.490113513964791 4.72020385088819e-05 0.00325884594749444 3.98426632627222e-05 3.99119074928958e-05
0.22841 27.10598 3.48422 30 9.91212 9.91212 11.83071 6.78901 17.47418 70.43043 289 289 16 8.15 3.545 0 0 0.874 1.072 4.934 2.986 2.342 2.008 -9 0 0.0009755 0.0008244 0.0014831 0.0008424 0.0009065 0.0006445 0.0020509 0.0009337 0.1498469 1.0209574 -0.8900192 0.8117223 0.001356 0.0008513 0.0001267 0.0002035 0.0454326 0.0610154 0.6930516 6.56161690454215e-05 6.54335610434808e-05 0.000137716816964373 6.59073481538696e-05 6.56428853495808e-05 7.42424344845301e-05 0.00421568926899805 0.35782443516208 0.0240488681703435 0.215826753475879 0.00257083772731131 0.186919171145344 0.00586777565606487 0.202121146913104 6.52582564279287e-05 6.55050094047462e-05
25.41133 7.79657 1.81884 30 14.39915 14.39915 15.74855 113.95916 4.30263 156.86431 22 22 17 100.398 16.205 0 0 25.506 8.831 16.556 6.142 58.336 14.11 -9 0 0.022696 0.0054763 0.0215582 0.005293 0.0237977 0.0045746 0.0212383 0.0044091 -0.2011726 0.4744965 0.0552318 0.5086331 0.0226121 0.0053063 0.000485 0.0008908 0.0109699 0.0194418 0.8420394 0.000112278220265278 0.000112510706327901 0.000113390004329417 0.0176033861495639 0.000111380064196735 0.00491633491677938 0.00276386758486545 0.303386480382703 0.000406544352712803 0.303142208664774 0.00116974937225439 0.231404588189623 0.00074525212580135 0.133784857564084 0.000114767502575963 0.00011240419914407
0.69149 21.3533 7.81211 30 19.08321 19.08321 1.93988 109.9879 19.17826 33.43158 253 253 18 34.968 26.648 0.324 2.06 2.1 1.811 26.526 27.629 6.018 5.931 -8.502 3.942 0.0024329 0.0024803 0.0081791 0.0070777 0.0022882 0.0018509 0.0091732 0.0072774 0.0923444 1.0537841 -0.441427 0.7605584 0.0079847 0.008135 0.0026787 0.0052738 0.111451 0.1390652 -0.0427128 4.16887174155686e-05 4.16926340999884e-05 4.16574278219808e-05 0.00102139820722945 4.16954792710199e-05 4.16305931859401e-05 0.0218996221426009 0.811609732520499 4.16992587300184e-05 4.16853926514177e-05 0.013136861618317 0.151873927458894 4.16801930990838e-05 4.16659814521674e-05 4.16716996857494e-05 4.1690675046242e-05
11.24584 5.44197 12.93687 30 7.87294 7.87294 17.34104 78.77221 19.27273 140.82554 463 463 19 63.666 12.926 0 0 12.588 6 10.63 5.284 40.448 12.194 -9 0 0.0149544 0.0046454 0.0145934 0.004617 0.0149492 0.0035856 0.0143973 0.003595 -0.034922 0.583612 0.0289586 0.6167075 0.0149153 0.0045208 0.0001414 0.000576 0.0050904 0.0178279 0.8679047 7.17956517297455e-05 0.00758659989366873 7.16206177909323e-05 0.00121296690481997 7.17199842072889e-05 0.00344073236980008 0.000526723827460931 0.259780004386315 0.00144050943749552 0.500551540217476 7.16780995000618e-05 0.0711515714252657 0.00137097137570737 0.152508237672426 7.15786826874547e-05 7.1749453648175e-05
8.19434 22.17044 17.55562 30 4.30762 4.30762 13.56146 127.60172 7.68534 133.40125 322 322 20 103.686 16.952 0 0 17.136 6.866 26.068 12.934 60.482 16.057 -9 0 0.0227807 0.0063876 0.0244271 0.0060201 0.0224132 0.0053105 0.0248654 0.005024 0.0594595 0.5527866 -0.0819207 0.5008379 0.0245747 0.0060913 0.0009708 0.0016616 0.0205095 0.034338 0.7922977 4.47392462090944e-05 4.45470149481261e-05 4.51250224593559e-05 0.00592796493059582 4.42972381689766e-05 4.54463775318883e-05 0.00458700295519621 0.610394829380883 4.42860462678183e-05 4.46053203249949e-05 0.00166745064820088 0.376827112137563 4.4335670157442e-05 0.000149265279975205 4.42531524597279e-05 4.47395790579793e-05
19.45254 16.79601 23.63407 30 11.35869 11.35869 6.86852 165.71638 13.60213 39.85088 123 123 21 90.15 37.572 0 0 19.524 11.44 17.402 10.574 53.222 22.369 -9 0 0.0386092 0.0102462 0.0333614 0.0068591 0.037204 0.0080665 0.0332719 0.0058318 0.1221141 0.416193 0.0093951 0.4483614 0.0375192 0.0084314 0.0015339 0.0020446 0.021647 0.0281518 0.813313 4.85935984961205e-05 4.85286624095692e-05 4.85160012532851e-05 0.00115687542235154 0.000103462892096156 0.000361910458470505 0.00522427330474068 0.600376020806508 4.85919153799833e-05 0.00137504655319404 0.00160240196440511 0.386717678182407 4.85674725375194e-05 0.00274252217981489 4.85221772583857e-05 4.84884086763863e-05
18.44735 27.64793 2.7232 30 3.24483 3.24483 5.08952 156.6587 10.77233 168.20843 492 492 22 65.974 36.916 0 0 12.956 8.815 12.436 9.352 40.58 22.654 -9 0 0.0408405 0.0081417 0.033526 0.005122 0.040981 0.0070349 0.0360895 0.0049043 -0.0270514 0.3200715 -0.2875677 0.3479433 0.0374647 0.0064947 0.0002814 0.0013632 0.0036962 0.0161608 0.8279808 6.17433952188436e-05 6.17920309730046e-05 6.18001386165378e-05 0.000627420072513499 6.17893363170323e-05 0.000209785407049481 6.17838199518683e-05 0.408170000761186 6.18803194209667e-05 0.00537886474529448 0.000537562342503506 0.560459036790052 0.00204204625079644 0.0220807175844653 6.19409714778961e-05 6.18360341635498e-05
17.68061 1.48708 15.56007 30 17.18624 17.18624 7.21129 195.92976 18.07729 108.23018 185 185 23 39.372 16.171 0.028 0.498 21.172 15.324 4.276 2.9 13.896 8.115 -8.952 1.073 0.0088215 0.0045489 0.0053569 0.0032974 0.0098846 0.0044232 0.0051221 0.0025442 -0.4451338 0.6782774 0.0976877 1.0643646 0.0084464 0.0045269 0.0013572 0.0020353 0.0717195 0.0833102 0.3945271 8.36525520106324e-05 8.35600448865968e-05 0.000483469270700384 0.0116646467844642 8.35999973982367e-05 8.3549384916045e-05 0.0337040704882125 0.702269929063742 8.36529471596435e-05 8.35621642578453e-05 0.030596260491423 0.220171250084458 0.000274802344774711 0.000166765893436885 8.36517163642317e-05 8.35767717954088e-05
26.19494 25.07916 12.94874 30 11.39755 11.39755 9.4392 58.36524 3.50142 59.78354 144 144 24 48.77 15.612 0 0 10.148 4.68 8.186 5.091 30.436 10.25 -9 0 0.0507914 0.0074037 0.0397315 0.0056701 0.0500009 0.0062295 0.0420595 0.005461 0.0618579 0.2908816 -0.2244228 0.3152234 0.0456188 0.0063226 0.0003573 0.0009564 0.0039763 0.0105738 0.8218531 6.98871266778004e-05 7.02981476897032e-05 6.99736244382406e-05 0.000877122561353703 6.99305891710183e-05 0.00158649097329602 0.000502376603876214 0.179686240084109 0.000655057852050236 0.0675248502095432 0.000426828792899136 0.365336600645109 6.99466933711634e-05 0.382914622837563 7.00619130218216e-05 6.97113458310739e-05
