N shape1Ne shape2Ne propNtrlNe dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
18.01756 8.1437 111.75659 166 73 28.434 34.182 0 0 4.574 6.287 5.006 6.945 18.854 23.167 -9 0 0.0066053 0.0081516 0.0066988 0.0082527 0.0066036 0.0079845 0.0067254 0.0081664 -0.0201527 0.813414 -0.0402261 0.8214101 0.0066383 0.008171 -1.38e-05 0.0003154 -0.0005295 0.0193493 0.9896183 1.9807216570142e-05 1.98081778095034e-05 1.98045662751586e-05 1.98063020259312e-05 1.98070134816926e-05 1.98070267101374e-05 4.74486614362971e-05 1.98068603487112e-05 0.000351799459311999 1.98103365768924e-05 0.000268423911168033 1.98110330204694e-05 0.000312316359613767 1.98101644466507e-05 0.998802124348569 1.98085626351679e-05 0.000118840302872565 0.999881159697127 1
17.6179 9.99187 17.63264 315 74 57.566 27.709 0 0 9.728 6.734 9.48 6.273 38.358 20.172 -9 0 0.0134579 0.0071676 0.013394 0.0071804 0.013554 0.0068303 0.0134841 0.0066743 -0.0407649 0.6161535 -0.0682544 0.605158 0.0134094 0.007095 -1.65e-05 0.0004448 -0.0010764 0.0156286 0.9598945 0.000191897115840368 2.58349932215263e-05 2.58364881114533e-05 2.58374190131449e-05 2.58337306123672e-05 2.58374895374728e-05 0.000238057753494208 2.58397930883211e-05 0.00356619777835476 2.58345285804203e-05 0.0005112970181473 2.5832751363917e-05 0.00274245109428858 2.58330995703704e-05 0.992491740447706 2.58384990694651e-05 0.000321077236336332 0.999678922763663 1
22.5477 8.25142 54.34868 246 75 53.016 43.241 0 0 9.034 8.842 8.48 8.227 35.502 29.89 -9 0 0.0125995 0.0108662 0.0126332 0.0107791 0.0126469 0.0105314 0.0124823 0.0103203 -0.0297929 0.7225869 0.0080812 0.7677929 0.0126256 0.0107786 9.3e-06 0.0004114 -0.0002239 0.0171665 0.9825358 1.89369777737733e-05 1.89408460488165e-05 1.89392032901293e-05 1.8940848042552e-05 1.89376354082081e-05 1.89418947198031e-05 1.89377473573881e-05 1.89389152714243e-05 0.000697097013873092 1.89376291733806e-05 5.70179077213572e-05 1.89423069626705e-05 0.000841733495138788 1.894051727528e-05 0.998176876965301 1.89400966424857e-05 0.000113637405283282 0.999886362594717 1
21.32254 16.07849 61.3707 161 76 40.908 34.799 0 0 6.952 7.112 6.898 6.745 27.058 24.125 -9 0 0.0096534 0.0086415 0.0096209 0.0086629 0.0095943 0.0083679 0.0095785 0.00827 0.0152819 0.7208686 -0.0289816 0.7547929 0.0096284 0.0085639 -8.7e-06 0.0003778 0.0005179 0.0183476 0.9864612 2.31560613902383e-05 2.31564351561958e-05 2.3155328387056e-05 2.31601918508861e-05 2.3156432291064e-05 2.31474085677775e-05 0.000195023109152219 2.31497859958402e-05 0.00167978489428077 2.31540219598599e-05 0.00106574571355184 2.31575529390563e-05 0.000921844828638221 2.31609965477911e-05 0.995882887210383 2.31600289081979e-05 0.000138931857643218 0.999861068142357 1
4.8876 10.82704 30.91335 396 77 17.552 8.672 0 0 2.698 2.27 2.824 2.404 12.03 6.909 -9 0 0.0042197 0.0025766 0.0042372 0.0025291 0.0041514 0.0021771 0.0041869 0.0022157 0.0223599 0.8240483 0.0275985 0.781096 0.0042324 0.0025187 3.9e-06 0.000223 -0.0002924 0.0210706 0.9389933 0.000152206733382907 1.98967104935472e-05 1.98984605385452e-05 1.98968275421513e-05 0.000246319364891263 1.9905004434509e-05 0.000499353171299149 1.98959912850069e-05 0.00026031017931044 1.98956325129126e-05 1.98963347414698e-05 1.98970713874692e-05 1.98970592311665e-05 1.98995275357613e-05 0.998622931349693 1.99005817202753e-05 0.000478123101282923 0.999521876898717 1
19.21264 12.21957 153.1549 431 78 69.772 29.436 0 0 11.702 7.375 11.622 7.328 46.448 21.442 -9 0 0.0162519 0.0076475 0.0162301 0.0075905 0.0163907 0.0071522 0.0163682 0.0071688 -0.0503773 0.5776391 -0.0538955 0.5820006 0.0161878 0.0075221 -5.32e-05 0.0004813 -0.0020404 0.0139529 0.9579555 2.4978408820086e-05 2.49742354618006e-05 2.49737536806916e-05 2.49757041953281e-05 9.07937309341989e-05 2.49774654996006e-05 0.000515168796961704 2.49784186958378e-05 0.00299928852860673 2.49767803766024e-05 0.000120573884639245 2.49796235752738e-05 0.00291026816431012 2.49757502671107e-05 0.993114139758231 2.49769957442957e-05 0.000215673298591706 0.999784326701408 1
23.94074 16.39573 162.50282 123 79 33.026 42.455 0 0 5.754 8.031 5.238 7.678 22.034 29.113 -9 0 0.0079008 0.0104823 0.0078329 0.0103958 0.0078326 0.0101645 0.0076871 0.0100126 -0.0286691 0.8302128 0.0006536 0.8312527 0.0078655 0.0103916 -1.3e-06 0.0003439 0.0012605 0.0216747 0.9891195 1.5767294216247e-05 1.5768387584968e-05 1.57426230183195e-05 1.57629965874313e-05 1.57626149716532e-05 1.57608334939454e-05 1.57653403642206e-05 1.5763445662979e-05 0.000744486657052286 1.57554425431078e-05 1.57653585858833e-05 1.57635408787125e-05 0.000119700071313748 1.57671622857414e-05 0.998930903535347 1.57646960935005e-05 9.45647498725644e-05 0.999905435250127 1
1.06668 11.60702 199.41636 465 80 4.338 2.684 0 0 0.748 0.916 0.738 1.22 2.852 2.195 -9 0 0.0010032 0.0008081 0.0010049 0.0008333 0.0010147 0.0006636 0.0010119 0.0007088 -0.0573353 0.9171464 -0.0368351 0.9237771 0.0010019 0.0007948 -2.1e-06 5.59e-05 0.0004085 0.0252719 0.9036742 4.08056590694297e-05 0.000301686035863945 4.08125700884984e-05 4.07464833497154e-05 4.07987105166239e-05 4.08037304829681e-05 6.34606143563073e-05 0.000649876754965493 4.07908654078128e-05 4.08191525911032e-05 4.08393405658572e-05 4.07624996033309e-05 4.07849155590675e-05 4.07708079466347e-05 0.874140475494204 0.124395766365429 0.000505653189371181 0.999494346810629 1
18.26055 1.02807 194.66734 483 81 74.532 20.134 0 0 12.664 6.29 12.078 6.057 49.79 16.21 -9 0 0.0175115 0.0060245 0.017537 0.0060997 0.0176039 0.0051772 0.0174387 0.0050959 -0.0416434 0.5739343 -0.0009738 0.548726 0.0175219 0.0059135 -2.3e-06 0.0005391 0.00063 0.0161747 0.9270003 2.55569899901758e-05 2.5535488365385e-05 2.55327925069094e-05 2.55170152558907e-05 0.000167548714553218 2.55751001907228e-05 0.000387136422708213 2.55087197752825e-05 0.00611131811122951 2.55340252083797e-05 0.000390620287047133 2.55587855252392e-05 0.00538148439309719 2.55535829611357e-05 0.987306476882866 2.55426887192586e-05 0.000295266100862302 0.999704733899137 1
9.22454 17.3783 14.94581 382 82 35.936 12.386 0 0 5.72 3.615 6.02 3.859 24.196 10.246 -9 0 0.0084116 0.0036814 0.0084402 0.0037429 0.0084324 0.0031689 0.008517 0.0032246 -0.0425215 0.6913906 -0.0642047 0.710023 0.0084052 0.0036183 -2.07e-05 0.000323 -0.0007419 0.0176364 0.9267371 1.915731022045e-05 1.91581364860036e-05 8.13088663521723e-05 1.9150870606272e-05 1.91565488442428e-05 1.915839951962e-05 1.91559138442917e-05 1.91528598352899e-05 0.00148196429470131 1.9154184333498e-05 0.000260511690829367 1.91521018733761e-05 0.000547392846993917 1.91579518510693e-05 0.997418109737106 1.9158286602926e-05 0.000177090132028761 0.999822909867971 1
4.69754 16.93923 190.08851 438 83 17.952 8.399 0 0 3.038 2.765 2.872 2.364 12.042 6.664 -9 0 0.0042806 0.0024883 0.0042317 0.0024202 0.0042506 0.0021384 0.0042038 0.0021101 -0.0208083 0.8326772 -0.0132588 0.8054195 0.0042427 0.0023867 -1.35e-05 0.0001821 -0.0010822 0.0211575 0.9380662 1.98522589026131e-05 1.98594554353577e-05 1.9854027968852e-05 1.98561853354798e-05 1.98549086419209e-05 1.98555979894603e-05 0.00157748507227767 1.98550062372865e-05 5.27053957902628e-05 1.98528040122355e-05 1.98550991194834e-05 1.98557769519339e-05 0.0006596710371021 1.98548543734305e-05 0.997471879747166 1.98527726957341e-05 0.000119132434273684 0.999880867565726 1
13.4016 10.85623 86.9994 463 84 53.098 18.185 0 0 9.03 5.337 8.486 4.994 35.582 14.657 -9 0 0.0124715 0.0053635 0.0123501 0.005348 0.0125748 0.0046326 0.0124214 0.0046093 -0.0721855 0.6647183 -0.0769551 0.6299255 0.012433 0.0053158 2.22e-05 0.0005943 0.0004092 0.0185509 0.9304312 6.19846145199257e-05 6.20631395016055e-05 6.20153980348661e-05 6.19649978648761e-05 0.000620298648448537 6.19902556492133e-05 0.00299559694075501 6.19726102005604e-05 0.0192449698606585 6.19617473436826e-05 0.00289292049379681 6.19786963728427e-05 0.0163939178504191 6.19813044791398e-05 0.95723235932785 6.20241141058731e-05 0.000930317054019024 0.999069682945982 1
27.34371 17.33018 61.00444 316 85 79.194 44.62 0 0 13.11 9.472 13.248 9.203 52.836 31.037 -9 0 0.0194708 0.0120744 0.0193001 0.0116988 0.0194575 0.0115214 0.0193836 0.0113031 -0.0159146 0.6015052 -0.0458879 0.6213741 0.0194195 0.0118461 3.4e-05 0.0006665 0.0006699 0.016954 0.9752909 3.07978380449277e-05 3.08046899565507e-05 3.07945638838421e-05 3.07941266730696e-05 3.08002967804386e-05 3.07972195063837e-05 0.000880756492746789 3.07958440346195e-05 0.00165096641511208 3.07907426547344e-05 3.87854366365902e-05 3.08000519365853e-05 0.00384689880344143 3.07931234636086e-05 0.993243819515442 3.08048396864976e-05 0.000184788734845212 0.999815211265155 1
26.63219 8.28678 149.32978 327 86 75.548 52.209 0 0 12.126 10.153 12.516 10.426 50.906 36.271 -9 0 0.0186277 0.0136046 0.0184109 0.0132951 0.0183582 0.0129392 0.0183632 0.0129331 0.0747225 0.6865889 0.0108094 0.6685597 0.0185314 0.0133849 1.21e-05 0.000626 -0.000152 0.0178248 0.9800418 1.23055033665513e-05 1.23044078292094e-05 1.23048620900857e-05 1.23048496369866e-05 1.23054091970286e-05 1.23052697498096e-05 1.23046746829463e-05 1.23051958827602e-05 1.23053754638883e-05 1.2304824226289e-05 1.23057083876468e-05 1.23049879939473e-05 0.000324897997242076 1.23057064561645e-05 0.999502829631789 1.23055960058645e-05 7.38303018696712e-05 0.999926169698131 1
26.4998 7.12739 97.81747 277 87 62.924 51.821 0 0 10.904 10.658 10.554 9.997 41.466 34.94 -9 0 0.015416 0.0134722 0.0152199 0.0130939 0.0154081 0.0130393 0.0152221 0.0127629 -0.025621 0.7032141 -0.030834 0.7189624 0.0153393 0.0132243 2.13e-05 0.0005784 0.0007931 0.0191036 0.9842026 0.000372346709193684 2.89737491055036e-05 2.89824560472408e-05 2.89776120508154e-05 2.89790644942259e-05 2.89765426119442e-05 2.89834042937521e-05 2.89761193055518e-05 0.00137782448768216 2.8975634061819e-05 0.000612999664686287 2.89771696572324e-05 0.00119015973311409 2.89784494341691e-05 0.99612791123169 2.89779725719895e-05 0.000517236133503414 0.999482763866497 1
23.40578 11.13757 8.09254 273 88 80.368 26.564 0 0 12.9 6.987 13.288 7.185 54.18 20.634 -9 0 0.0189381 0.0074842 0.0189179 0.0073974 0.018971 0.0067248 0.019069 0.0067604 -0.0302887 0.5506778 -0.0569651 0.5519348 0.0189575 0.0073735 2.96e-05 0.0006906 0.0006537 0.0167659 0.9429092 2.87083158155345e-05 2.87189370096672e-05 9.68440745110906e-05 2.87083579026657e-05 2.87089700219128e-05 2.8713610999772e-05 0.000955419183451952 2.87110734734021e-05 0.00298954660984797 2.87152290520681e-05 0.000619234531112037 2.87188553917362e-05 0.00447091455414175 2.87193502595964e-05 0.990580897153523 2.87211934856598e-05 0.000240402266260643 0.999759597733739 1
11.66726 14.04437 53.36158 325 89 35.324 20.962 0 0 5.76 4.525 5.834 4.572 23.73 15.342 -9 0 0.008313 0.0055657 0.0083985 0.0055151 0.0083123 0.0051425 0.0083332 0.0050972 -0.0288683 0.7741876 -0.0213072 0.7286822 0.0083603 0.0055035 4.5e-06 0.000297 0.0003007 0.0165597 0.9706117 2.38256238612991e-05 2.37990615605886e-05 2.38042470982253e-05 2.37870291167615e-05 2.3810366773229e-05 2.38253658581059e-05 8.92947958392909e-05 2.38260748980063e-05 0.00372733941518831 2.37819698414503e-05 0.000172234197978016 2.37760793895444e-05 0.00231165226139129 2.37907631552268e-05 0.993437702693779 2.37500542718995e-05 0.000142851694268209 0.999857148305732 1
2.72128 14.85793 153.30163 41 90 1.876 3.455 0 0 0.28 0.723 0.362 0.943 1.234 2.394 -9 0 0.0004242 0.0008415 0.0004361 0.0008741 0.0004268 0.0007919 0.0004499 0.0008549 -0.0061274 0.7441179 -0.0493627 0.7179717 0.000432 0.0008525 1.8e-06 4.42e-05 0.0014988 0.0294611 0.9690229 1.79319875991186e-05 1.79296533445557e-05 0.000414947642771502 1.79292499879918e-05 0.000655012134335322 1.79302492556523e-05 1.79316189109871e-05 1.79258562370448e-05 1.792953113867e-05 1.79290085741895e-05 1.79284128483649e-05 1.79334688698765e-05 1.79276015023864e-05 1.79304506922174e-05 0.998696953331471 1.79298024607854e-05 0.00114168091729414 0.998858319082706 1
13.91813 8.36506 152.2604 345 91 41.31 27.802 0 0 6.898 5.764 6.95 6.076 27.462 19.641 -9 0 0.0096471 0.006918 0.0096339 0.0069776 0.009685 0.006645 0.0096997 0.0067171 -0.0287602 0.6908975 -0.030718 0.7332588 0.0096483 0.006903 7.8e-06 0.0003982 0.0010678 0.0195707 0.9716957 4.40788050408495e-05 4.40739370571382e-05 4.40837097819368e-05 4.40792643029389e-05 4.40780387404554e-05 4.40840352696941e-05 0.000802375274344847 4.4076186593345e-05 0.00695118617649639 4.40715190608915e-05 0.00234551806153669 4.40918635622371e-05 0.00652264982059399 4.40748727268935e-05 0.98289339782226 4.40806126311709e-05 0.000264477790193013 0.999735522209807 1
21.59902 12.29897 102.47147 122 92 29.568 36.023 0 0 4.726 6.346 5.082 7.119 19.76 24.861 -9 0 0.0070152 0.008949 0.0070566 0.0089205 0.0069396 0.0085914 0.0070349 0.0087419 -0.0032875 0.8257496 -0.0075581 0.7991752 0.007027 0.0088627 -8.9e-06 0.000324 1.8e-05 0.0208679 0.9841763 0.000593570230537856 1.99239119259792e-05 1.99260271068319e-05 1.99244289745788e-05 1.99263870871811e-05 1.99264341963733e-05 1.9925476189277e-05 1.99278201424351e-05 1.99250943956234e-05 1.99245635028512e-05 1.99243940245057e-05 1.99242987589466e-05 0.000698139602254012 1.99242591467068e-05 0.998449261036034 1.992603572302e-05 0.0006931974198288 0.999306802580171 1
22.61268 10.67762 136.1698 45 93 15.464 26.806 0 0 2.756 5.764 2.578 5.084 10.13 17.531 -9 0 0.0036141 0.0064212 0.003582 0.0062257 0.0036322 0.0063072 0.003582 0.006204 -0.0583303 0.9171736 -0.021202 0.9124595 0.0035965 0.006273 -1.6e-06 0.0002026 0.0012757 0.0260657 0.9839432 3.49303735885528e-05 3.49329575648643e-05 0.00276083983367451 3.49143225144769e-05 3.49424907316026e-05 3.49415116456948e-05 3.49455599021362e-05 3.49232207114951e-05 0.0014158886011384 3.49482428373359e-05 3.49362157142761e-05 3.49477904356194e-05 0.00176572055720006 3.49217660752053e-05 0.993638328940053 3.49376162125083e-05 0.0029355014897197 0.99706449851028 1
8.27982 19.15003 75.89368 139 94 14.958 14.008 0 0 2.416 2.754 2.536 3.034 10.006 9.907 -9 0 0.003473 0.0034223 0.0034895 0.0033684 0.0035014 0.003363 0.0035352 0.0033772 -0.0193286 0.8511606 0.0052975 0.899273 0.0034688 0.0033564 -1.24e-05 0.0001519 -0.0004251 0.0212078 0.9729994 1.79430327984068e-05 1.79461090608627e-05 1.79436521356105e-05 1.79437384033488e-05 1.79444381794297e-05 1.79457383735204e-05 1.79424762943047e-05 1.79463533145759e-05 1.79456023728322e-05 1.79446719192061e-05 0.000402638631593376 1.79472144486492e-05 3.00746717319355e-05 1.79434559503391e-05 0.999334006057829 1.79441555947379e-05 0.000107666708951179 0.999892333291049 1
19.83833 10.55837 83.31636 263 95 49.024 39.473 0 0 7.956 7.564 8.15 7.715 32.918 27.678 -9 0 0.011538 0.0098493 0.01163 0.0098498 0.0115211 0.0094729 0.0115758 0.009433 -0.0517831 0.7301491 -0.0351356 0.7199564 0.0115775 0.0097836 -6.5e-06 0.0004014 0.0010904 0.0197433 0.9849893 2.10242587118898e-05 2.10274734269797e-05 2.10237833236829e-05 2.10258074799174e-05 2.10267237075181e-05 2.10285747867464e-05 0.000122376394806326 2.1029794952351e-05 0.000986754667316844 2.10273490094502e-05 0.000353756131770238 2.10263720269566e-05 0.00199496809019554 2.10256120041477e-05 0.996310855890617 2.1023075864767e-05 0.000126156621436734 0.999873843378564 1
12.88087 19.94284 145.02021 466 96 51.016 16.702 0 0 8.328 4.949 8.668 5.36 34.02 12.789 -9 0 0.0117058 0.0046057 0.0118916 0.0047821 0.0119366 0.0041433 0.0120324 0.0041718 -0.0950281 0.618125 -0.0730606 0.650612 0.0118102 0.0046146 1.15e-05 0.0004454 0.0002058 0.0177153 0.9204844 4.10512362974335e-05 4.10525518379325e-05 0.000200272953708106 4.1053809208124e-05 8.06846427748558e-05 4.10523853522647e-05 0.00335795156735225 4.10582773413634e-05 0.0163453484635977 4.10510288126128e-05 0.00104655603543938 4.10571757312858e-05 0.00662979827955984 4.10565703528744e-05 0.971969910889428 4.10441332065146e-05 0.000445167579178716 0.999554832420822 1
13.74502 12.05692 134.7266 292 97 36.986 28.719 0 0 6.232 6.325 5.84 5.404 24.914 20.369 -9 0 0.0087751 0.0071676 0.0086958 0.0070834 0.0087791 0.0069685 0.0086686 0.0068505 0.0082985 0.7346081 0.0341589 0.727791 0.0087215 0.0070839 -1.4e-05 0.0003839 -0.0017323 0.0185611 0.978148 2.51787092130491e-05 2.51891591183915e-05 2.51806882285111e-05 2.51782844263866e-05 0.00024097875124937 2.51778091862119e-05 6.74758430993443e-05 2.51802693665473e-05 0.00214021132538798 2.51830437866103e-05 0.000236255016584906 2.51808867726974e-05 0.000985622651299709 2.51842937154222e-05 0.99607764814944 2.51751191245061e-05 0.00036688340142192 0.999633116598578 1
16.68061 18.71695 192.31129 444 98 63.47 24.462 0 0 10.684 6.132 10.624 6.208 42.162 17.922 -9 0 0.0147195 0.0064832 0.0147669 0.0065336 0.0148957 0.0059552 0.0148788 0.0059748 -0.0734297 0.6185179 -0.0509992 0.6198802 0.014751 0.0064292 7.8e-06 0.0004854 0.0003596 0.0161446 0.9454629 0.000242520931692655 4.5506695579016e-05 4.55081071420624e-05 4.55243583691568e-05 4.55222093405086e-05 4.55016553388832e-05 0.00159990194573335 4.55193210040851e-05 0.0135208078912322 4.55087500289127e-05 0.00108930531718132 4.55146733986364e-05 0.00778078754926709 4.54987612402394e-05 0.975311552874912 4.55189585398631e-05 0.000470083957462282 0.999529916042538 1
5.1145 3.47992 17.08133 259 99 13.196 10.358 0 0 2.132 2.292 2.262 2.437 8.802 7.637 -9 0 0.0030414 0.0027369 0.0030689 0.0027059 0.003082 0.0025265 0.0031186 0.0025454 -0.0867554 0.8568307 -0.0810876 0.8501871 0.0030487 0.0026909 -6.4e-06 0.00015 0.0005226 0.0226767 0.9631782 0.000168741058306982 1.64107292284348e-05 1.64075793395206e-05 1.64091945898409e-05 0.000124523984318053 1.64108934306421e-05 1.64114017710875e-05 1.6409307835582e-05 0.000111887146294302 1.64081986299579e-05 1.64104871810136e-05 1.64102873956115e-05 1.64107309239275e-05 1.64105370555111e-05 0.999397931011906 1.64074517933855e-05 0.000358903439213473 0.999641096560786 1
25.15167 2.75251 30.4386 294 0 64.944 50.374 0 0 10.538 9.885 11.074 10.227 43.332 34.304 -9 0 0.0158747 0.0126654 0.0157554 0.0123993 0.015796 0.0122001 0.0158692 0.012219 -0.0059309 0.6784213 -0.0292828 0.6790761 0.0158379 0.0124791 2.29e-05 0.0005583 0.0009142 0.0185626 0.9791251 1.71363818722865e-05 1.71381438477157e-05 1.71376529590411e-05 1.71369890721154e-05 5.72706970147714e-05 1.71386156246255e-05 1.71357693953318e-05 1.71403348936806e-05 0.00063692119261364 1.71348779526535e-05 1.71410483831477e-05 1.71410898550665e-05 0.00058531040711 1.71385360305803e-05 0.998514838661889 1.71396014861774e-05 0.000142958480390556 0.999857041519609 1
1.92939 8.46535 199.26556 424 1 7.058 4.35 0 0 1.076 1.336 1.2 1.367 4.782 3.581 -9 0 0.0016864 0.0012929 0.0017208 0.0013635 0.0016512 0.0011015 0.0016861 0.0011264 0.0378883 0.8865914 0.0085873 0.8686499 0.0017041 0.0013179 5e-07 0.0001189 -0.0010191 0.0225988 0.9311152 1.31703190664907e-05 1.31705460261513e-05 1.31688160286196e-05 1.31694424343542e-05 1.57694175248922e-05 1.31685794952218e-05 1.31695319227738e-05 1.31699640320277e-05 1.31725378834001e-05 1.31697217181982e-05 6.03259409579811e-05 1.31698272750399e-05 1.31690328352538e-05 1.31694021421074e-05 0.999752695922841 1.31709978163602e-05 8.16171205757298e-05 0.999918382879424 1
15.05578 0.61182 50.6719 82 2 10.432 22.691 0 0 1.812 4.363 1.794 4.336 6.826 15.117 -9 0 0.002347 0.0052554 0.0023589 0.0052501 0.0024348 0.0053533 0.0024297 0.005302 -0.0378289 0.6258392 -0.0335686 0.6189038 0.0023541 0.0052475 1.2e-06 0.0001866 -0.0008597 0.0241182 0.9920576 1.09140566322825e-05 1.09140620297938e-05 1.0913739502482e-05 1.09137381044933e-05 1.09139799148746e-05 1.09135370729185e-05 1.09136157145313e-05 1.09139521854109e-05 1.09136409105246e-05 1.09137346255832e-05 1.09135940819039e-05 1.09138035361091e-05 1.09135633113156e-05 1.091385162116e-05 0.99983629274335 1.091438740622e-05 6.54831132568447e-05 0.999934516886743 1
2.76716 5.93908 151.80291 337 3 8.008 6.429 0 0 1.288 1.536 1.32 1.542 5.4 4.824 -9 0 0.0018733 0.0017017 0.001914 0.0017691 0.0018851 0.0015639 0.0018942 0.001608 -0.0561981 0.7615389 -0.0071737 0.7765024 0.0018878 0.0017066 -5.8e-06 0.0001113 -0.0007978 0.0235693 0.9579963 1.47068991399227e-05 1.4707817542397e-05 1.4707032005879e-05 1.47071438812897e-05 0.000346159817483613 1.47067362264224e-05 1.47063320722891e-05 1.47073192417125e-05 1.47070417417702e-05 1.47081895409731e-05 1.47064748053288e-05 1.47070898765758e-05 1.47077046933822e-05 1.47067950269905e-05 0.999447940641984 1.47069647377254e-05 0.000419695446279524 0.999580304553721 1
10.20969 11.35584 27.25065 257 4 28.636 17.331 0 0 4.594 3.848 4.696 3.974 19.346 12.742 -9 0 0.0068268 0.0047184 0.0068721 0.0047048 0.006748 0.0042031 0.0067767 0.0042592 -0.048394 0.8123807 -0.0155698 0.7715887 0.0068429 0.0046569 -6.5e-06 0.0002658 -0.0007686 0.0168305 0.9668095 1.90934777346357e-05 1.9092714805548e-05 1.90921926213676e-05 1.90890313212482e-05 1.90926251745815e-05 1.90926292493921e-05 1.90918536776498e-05 1.90900712797724e-05 0.00102494836361862 1.90944227750344e-05 1.90943399083267e-05 1.90942781153678e-05 0.000864311440713662 1.90928089660785e-05 0.997862536547758 1.9093202280187e-05 0.000114552670906773 0.999885447329093 1
10.37195 13.13323 156.93463 283 5 25.886 21.216 0 0 4.416 4.517 4.236 4.466 17.234 14.832 -9 0 0.0060793 0.0053901 0.0060587 0.0053549 0.0061025 0.0050865 0.0060517 0.0050552 -0.0661746 0.8160875 -0.0523825 0.8027453 0.0061092 0.0053805 4.01e-05 0.0003269 0.0028941 0.023413 0.9721318 0.00010879205730162 0.00010820020952791 0.000870144305411125 0.000109361635355996 0.000734614618583125 0.000108373628628345 0.00541699418931096 0.00010776901191487 0.0348460375187241 0.00010781849467782 0.00254135988042488 0.000108215936644295 0.0276276855708653 0.000108720412330052 0.926987550970458 0.000108361559841921 0.00203948645480812 0.997960513545192 1
2.74893 4.35928 97.68347 317 6 7.402 6.24 0 0 1.29 1.659 1.254 1.709 4.858 4.538 -9 0 0.0016991 0.0015864 0.0017072 0.0016247 0.0017329 0.0015222 0.0017228 0.0015151 -0.0468366 0.7823446 -0.0332639 0.7524603 0.001697 0.0015819 -6.1e-06 8.91e-05 -0.0018807 0.0206267 0.9496937 1.17617177618002e-05 1.17621936550769e-05 1.17620578304595e-05 1.17619909027199e-05 1.17620099755376e-05 1.17621821454401e-05 1.17614489769942e-05 1.17621799787373e-05 1.17619177976711e-05 1.17618791975796e-05 1.17617205842639e-05 1.17618105977153e-05 1.17621074138176e-05 1.1762184222853e-05 0.99982357042777 1.17621711891057e-05 7.05721522710342e-05 0.999929427847729 1
27.70062 0.55763 148.02265 22 7 5.42 23.497 0 0 0.998 4.758 0.872 4.131 3.55 15.43 -9 0 0.0014293 0.0064564 0.0013919 0.0062099 0.0013812 0.0060759 0.0013355 0.0058776 -0.0287498 0.469836 -0.0002481 0.422768 0.0014161 0.0063228 5.5e-06 0.0002692 0.0027027 0.0272771 0.9911699 1.46797187151605e-05 1.46799333248148e-05 1.46799816370515e-05 1.46808502073576e-05 1.46802832111343e-05 1.46805804331223e-05 1.46802980054709e-05 1.46795897918724e-05 1.46798565900959e-05 1.46800625366075e-05 1.46798380768976e-05 1.46809619895528e-05 6.27437403136894e-05 1.46806332924489e-05 0.999731734105877 1.46795659974286e-05 8.8081347528641e-05 0.999911918652471 1
3.87222 5.77785 8.77646 439 8 15.318 6.552 0 0 2.45 2.095 2.512 2.055 10.356 5.402 -9 0 0.0036237 0.0020328 0.0036444 0.0019731 0.0036096 0.0016913 0.0036271 0.0016748 -0.0433332 0.8451977 -0.0226752 0.8264273 0.0036414 0.0019643 7.4e-06 0.000172 0.0011429 0.0205241 0.920118 0.000718869275732033 2.02500699367318e-05 0.000435374572560924 2.02469220337173e-05 2.73567771893434e-05 2.02481266042638e-05 2.02376793595954e-05 2.02479478566253e-05 2.0246198609991e-05 0.000182551252255226 2.02494483223425e-05 2.02482023795273e-05 2.02476516571867e-05 2.02472281555461e-05 0.997657701378274 0.000775677269073262 0.00124234574405701 0.998757654255943 1
13.97086 4.04117 50.52711 411 9 48.81 23.739 0 0 8.076 5.631 8.012 5.613 32.722 17.237 -9 0 0.0112793 0.0060861 0.0114665 0.0062118 0.0114997 0.005771 0.0114817 0.0057647 -0.0785761 0.6028194 -0.0376089 0.6547398 0.0113696 0.0060955 -3.3e-06 0.0004674 -0.0004848 0.0181018 0.9617141 2.03562535801364e-05 2.03519351818057e-05 2.03615200098072e-05 2.03586298679018e-05 2.03559965172817e-05 2.03560039093668e-05 0.000260226617615491 2.03569640295241e-05 0.00527414428035299 2.03555413815918e-05 0.000244726810759387 2.03612601267125e-05 0.00274635668541798 2.03567043796993e-05 0.99125062770012 2.03470967498846e-05 0.0001221403390663 0.999877859660933 1
