dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	Wald_avg	Wald_std	piA_avg	piA_std	piB_avg	piB_std	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	FST_avg	FST_std	corr_pi
272	37.712	30.351	1.571	4.429	13.787	15.263	12.189	13.123	10.165	12.575	-6.909	6.405	0.1588621	0.0935424	0.1490840	0.0905732	0.1588318	0.0926552	0.1485661	0.0889416	-0.0231976	0.7966517	0.0043403	0.8408030	0.1951723	0.0986299	0.0411992	0.0758002	0.1177303	0.2002191	0.4501788
273	47.632	38.817	8.076	17.091	11.739	10.703	16.155	18.141	11.662	15.117	1.403	20.290	0.1596052	0.0982972	0.1860285	0.0957114	0.1595051	0.0977609	0.1864020	0.0953123	0.0045316	0.7438000	-0.0145497	0.7088128	0.2924865	0.2028823	0.1196698	0.2111328	0.1684478	0.3040177	0.4640967
274	45.229	35.313	3.048	10.021	16.148	16.574	11.763	11.029	14.270	15.745	-4.409	13.726	0.2089435	0.1120410	0.1849046	0.1179069	0.2091196	0.1107525	0.1839637	0.1165180	-0.0393451	0.6744797	0.0376814	0.7408800	0.2398510	0.1401777	0.0429270	0.1246895	0.0760831	0.2113423	0.5967092
275	36.743	25.101	0.305	1.152	13.813	10.759	14.726	11.816	7.898	8.078	-8.566	2.818	0.1443375	0.0525632	0.1488098	0.0541206	0.1466657	0.0529130	0.1521341	0.0549253	-0.1482570	0.5909793	-0.2215133	0.5247482	0.1589661	0.0516896	0.0123926	0.0317992	0.0398471	0.0995463	0.3302498
276	23.641	25.703	9.381	20.860	5.052	5.683	5.133	5.856	4.076	6.122	-2.353	14.112	0.0610752	0.0413344	0.0615025	0.0403735	0.0613086	0.0409261	0.0622011	0.0400845	-0.0640557	0.8114337	-0.1236439	0.7709986	0.1873019	0.2166977	0.1260130	0.2224219	0.2188072	0.3817630	0.4438614
277	17.721	13.705	0.085	0.852	6.654	5.842	5.837	5.686	5.144	6.302	-8.915	1.461	0.0789245	0.0433496	0.0718221	0.0420268	0.0797369	0.0424481	0.0724129	0.0416458	-0.1422988	0.7100846	-0.0914268	0.7484375	0.0786209	0.0373520	0.0032477	0.0165973	0.0223508	0.1061439	0.4523971
278	43.625	43.344	2.492	10.261	10.797	14.110	14.948	16.565	15.388	21.627	-5.603	12.000	0.1724655	0.1506432	0.1995856	0.1414654	0.1724350	0.1492390	0.2013947	0.1415932	-0.0241460	0.7424756	-0.1287844	0.6498758	0.2255377	0.1727192	0.0395121	0.1343634	0.0692365	0.2079762	0.6943816
279	67.078	45.420	0.946	3.570	21.713	18.395	22.102	18.863	22.316	20.499	-7.270	6.739	0.2959271	0.0988491	0.2950363	0.1009596	0.2959458	0.0976567	0.2969943	0.0997895	0.0086539	0.6407374	-0.0784770	0.5575687	0.3169374	0.0863339	0.0214556	0.0794032	0.0369642	0.1275050	0.3521917
280	50.993	42.148	11.305	22.233	14.503	13.706	14.028	14.283	11.157	14.584	5.074	24.880	0.1765226	0.0934408	0.1696814	0.0926038	0.1773378	0.0931098	0.1702378	0.0925512	-0.0580002	0.6879458	-0.0230730	0.7125797	0.3295362	0.2265905	0.1564344	0.2409300	0.2102092	0.3253303	0.5316861
281	44.068	30.440	0.547	1.861	16.288	13.761	15.937	13.501	11.296	10.852	-8.094	4.386	0.1845842	0.0608863	0.1816180	0.0596987	0.1877519	0.0619977	0.1839830	0.0606130	-0.1582605	0.5092946	-0.1076797	0.5776242	0.1964004	0.0590664	0.0132993	0.0450911	0.0343694	0.1183385	0.4491561
282	10.098	10.422	1.290	6.663	2.909	3.787	2.597	3.289	3.301	4.664	-8.335	4.294	0.0414331	0.0303463	0.0389730	0.0285859	0.0417250	0.0303309	0.0392099	0.0280645	-0.0625664	0.8284431	-0.0477122	0.8487989	0.0646139	0.1164391	0.0244108	0.1164467	0.0536819	0.2271713	0.5042806
283	37.909	33.921	1.261	8.039	11.797	13.550	10.608	11.671	14.244	15.725	-7.580	8.649	0.1778140	0.1195709	0.1688107	0.1173484	0.1781482	0.1189312	0.1691070	0.1167360	-0.0307785	0.7252799	-0.0340588	0.7510651	0.1929251	0.1440554	0.0196128	0.1111427	0.0277263	0.1637294	0.7210676
284	19.255	21.211	0.671	4.704	5.625	8.183	6.959	9.235	6.000	7.828	-8.076	6.101	0.0745438	0.0652343	0.0873044	0.0705489	0.0742732	0.0640299	0.0872150	0.0693734	-0.0012836	0.8653430	-0.0483977	0.7801317	0.0944503	0.0926574	0.0135262	0.0603999	0.0347346	0.1495380	0.6519069
285	52.749	38.583	0.242	2.126	15.255	14.553	15.895	14.254	21.357	18.720	-8.671	3.086	0.2441686	0.1033737	0.2487832	0.1044043	0.2440812	0.1011982	0.2493617	0.1035112	-0.0171459	0.6943140	-0.0263765	0.6538789	0.2491215	0.0930673	0.0026455	0.0514618	0.0041795	0.1059840	0.5501901
286	63.335	44.950	0.848	5.122	18.967	16.901	19.129	16.149	24.390	22.071	-7.882	6.257	0.2883421	0.1113460	0.2897555	0.1118723	0.2884716	0.1102569	0.2896923	0.1099406	-0.0148817	0.6402528	-0.0008700	0.6898230	0.3051527	0.1108578	0.0161041	0.1024014	0.0213505	0.1427180	0.4217924
287	17.135	17.799	2.993	8.129	6.133	8.057	4.142	4.886	3.867	5.408	-4.765	10.952	0.0669784	0.0511937	0.0550887	0.0477661	0.0675858	0.0513598	0.0551115	0.0468677	-0.1120298	0.8006279	-0.0497019	0.8429835	0.1029868	0.1022536	0.0419533	0.0925144	0.1306812	0.2828763	0.6069286
288	35.734	29.834	1.723	9.472	10.181	10.747	11.022	11.967	12.808	13.517	-6.839	10.407	0.1595135	0.0987598	0.1610639	0.0868076	0.1587067	0.0948488	0.1617145	0.0864514	-0.0309309	0.7669165	-0.0411211	0.7309417	0.1856273	0.1309912	0.0253385	0.1123708	0.0383594	0.1757706	0.5395164
289	59.505	41.732	2.299	6.834	18.009	15.335	19.512	19.070	19.684	19.810	-4.952	11.136	0.2557957	0.1061279	0.2625168	0.1014366	0.2575800	0.1049012	0.2621186	0.1001384	-0.0831809	0.6417270	0.0216648	0.7041485	0.2994182	0.1178878	0.0402620	0.1206782	0.0618304	0.1838246	0.4548210
290	67.250	48.222	29.649	24.356	25.183	21.725	11.577	10.583	0.841	3.723	26.869	23.687	0.1727666	0.0844912	0.0822753	0.0519824	0.1733377	0.0827566	0.0827010	0.0514171	-0.0586999	0.6744415	-0.0569534	0.7715179	0.5506675	0.1745483	0.4231469	0.1825269	0.6102769	0.2224141	-0.0185854
291	35.222	25.869	0.072	0.513	10.547	9.803	11.368	11.188	13.235	12.110	-8.926	1.221	0.1607087	0.0791137	0.1644712	0.0758934	0.1615653	0.0778010	0.1645290	0.0745685	-0.0734434	0.7039132	-0.0107787	0.7067803	0.1625567	0.0655315	-0.0000331	0.0287989	0.0012311	0.0914695	0.5553999
292	60.255	46.633	17.433	25.021	15.196	14.422	19.244	19.363	8.383	13.487	11.786	26.255	0.1601897	0.1017312	0.1886315	0.1029843	0.1602460	0.1001966	0.1884792	0.1012369	-0.0407764	0.7393324	-0.0380410	0.6996828	0.4240631	0.2432221	0.2496527	0.2706053	0.3258682	0.3522257	0.4044222
293	46.887	34.543	2.738	8.510	11.767	11.708	16.843	17.763	15.540	17.513	-4.906	11.275	0.1835631	0.1161335	0.2147421	0.1021046	0.1835811	0.1162093	0.2157050	0.1004367	0.0322271	0.7881810	-0.0695858	0.6845905	0.2452725	0.1234971	0.0461200	0.1257565	0.0891294	0.2289247	0.4171491
294	23.950	27.659	4.397	15.233	7.664	10.496	5.209	7.865	6.680	9.639	-5.091	12.899	0.0940990	0.0780455	0.0773365	0.0767368	0.0940484	0.0761820	0.0772911	0.0759487	-0.0927581	0.7601532	-0.0181420	0.7727514	0.1451478	0.1750892	0.0594299	0.1670099	0.1080947	0.2815859	0.5811777
295	23.068	21.247	2.553	10.637	6.713	8.520	5.993	7.869	7.810	9.886	-6.799	8.540	0.0971425	0.0674056	0.0920064	0.0719855	0.0974534	0.0661174	0.0918683	0.0712113	-0.0769445	0.7799807	-0.0184389	0.8342215	0.1279335	0.1097715	0.0333590	0.1090984	0.0844705	0.2581512	0.4783126
296	54.144	39.035	1.484	7.972	16.486	15.171	15.460	14.160	20.713	18.860	-6.957	10.101	0.2492756	0.1020872	0.2426932	0.1082669	0.2511409	0.1011779	0.2445214	0.1083865	-0.0792984	0.6392807	-0.0705160	0.6552106	0.2624249	0.1085541	0.0164405	0.0976753	0.0255024	0.1566655	0.5678136
297	67.335	47.508	3.704	7.301	25.213	20.466	25.373	22.569	13.044	16.949	-3.081	10.992	0.2569578	0.1146606	0.2569631	0.1150856	0.2557383	0.1111295	0.2561215	0.1120479	0.0095075	0.7855315	0.0165095	0.7620804	0.3647018	0.1144313	0.1077414	0.1156853	0.1831617	0.1781942	0.1068106
298	17.911	30.862	3.203	9.793	11.057	20.112	1.305	4.106	2.346	8.633	-4.856	12.130	0.0936847	0.1400231	0.0251645	0.0719811	0.0932217	0.1391336	0.0245939	0.0702832	-0.0661042	0.5979236	0.0498951	0.6618021	0.1246046	0.2061610	0.0651801	0.1550724	0.1905399	0.2661216	0.5342880
299	25.113	35.965	15.658	30.238	2.362	3.043	5.508	7.063	1.584	3.040	-0.627	16.124	0.0271785	0.0282274	0.0481605	0.0400328	0.0270452	0.0277467	0.0483521	0.0393214	0.0073749	0.8664843	-0.0958964	0.8087507	0.2496425	0.3417833	0.2119729	0.3335290	0.2875174	0.4119908	0.2871317
300	14.041	28.208	3.821	16.082	2.458	3.623	4.797	11.485	2.965	4.904	-5.377	14.351	0.0373223	0.0356239	0.0512706	0.0587903	0.0370849	0.0348320	0.0511708	0.0575597	0.0401288	0.9173645	-0.0373395	0.8398750	0.0924693	0.1860095	0.0481729	0.1640349	0.0596687	0.2371855	0.3402741
301	26.349	31.228	1.837	10.729	6.708	9.037	8.362	11.566	9.442	13.442	-6.802	11.485	0.1088234	0.0942926	0.1198347	0.1001399	0.1087042	0.0944504	0.1198164	0.0996340	0.0540378	0.8639925	-0.0144363	0.7737141	0.1385334	0.1456165	0.0242044	0.1152622	0.0307762	0.1802264	0.7374048
302	25.115	18.566	0.104	0.777	8.540	8.306	7.767	7.365	8.704	8.597	-8.769	2.226	0.1158438	0.0630354	0.1128728	0.0602959	0.1170769	0.0635041	0.1132272	0.0599248	-0.1068997	0.6717525	-0.0405623	0.7499808	0.1182485	0.0592461	0.0038903	0.0314519	0.0104691	0.1137692	0.4972628
303	31.536	31.369	5.364	13.804	5.577	8.606	13.481	16.980	7.115	11.212	-2.911	14.246	0.0905644	0.1051954	0.1391568	0.1053799	0.0895116	0.1031553	0.1394420	0.1043091	0.0346587	0.8430973	-0.0557506	0.7122718	0.1987389	0.1805172	0.0838781	0.1672606	0.1722223	0.2925359	0.3828734
304	51.593	39.805	7.081	15.327	15.621	14.274	18.030	17.025	10.861	12.635	1.948	21.866	0.1817416	0.0828588	0.1965441	0.0837292	0.1809952	0.0815099	0.1967650	0.0808504	0.0266395	0.7325951	-0.0485669	0.6680837	0.2979448	0.1802483	0.1088020	0.1833680	0.1601773	0.2613065	0.3525860
305	48.118	41.633	11.494	25.987	13.791	13.147	13.091	12.221	9.743	11.726	3.078	24.635	0.1611791	0.0857903	0.1587008	0.0838464	0.1611431	0.0833493	0.1578092	0.0817124	-0.0225962	0.7470278	0.0265638	0.7483694	0.3051176	0.2355799	0.1451777	0.2520886	0.1961685	0.3210749	0.4851156
306	32.109	25.068	0.244	1.577	9.087	10.749	10.370	11.554	12.409	13.246	-8.712	2.395	0.1434881	0.0850566	0.1546679	0.0806841	0.1432139	0.0837199	0.1548896	0.0806554	0.0107990	0.8115271	-0.0070839	0.7360233	0.1537000	0.0712580	0.0046219	0.0398843	0.0160983	0.1255157	0.5092317
307	7.388	7.604	1.244	4.952	1.996	2.592	2.107	2.710	2.041	3.136	-7.889	4.722	0.0274864	0.0270272	0.0275410	0.0223799	0.0274798	0.0261065	0.0277905	0.0223386	-0.0483781	0.8350360	-0.0995314	0.8300321	0.0460665	0.0629898	0.0185528	0.0600358	0.0879461	0.2684260	0.4497051
308	23.985	17.424	0.087	0.676	6.972	6.915	7.810	7.345	9.116	9.244	-8.874	1.691	0.1078900	0.0578902	0.1146326	0.0615367	0.1084648	0.0572131	0.1144570	0.0596205	-0.0679928	0.7794465	-0.0282772	0.7347613	0.1126251	0.0524835	0.0013638	0.0255087	0.0063912	0.1072622	0.5496733
309	44.861	31.850	0.355	3.114	13.845	13.367	13.621	12.320	17.041	14.586	-8.460	4.702	0.2090613	0.0937421	0.2068403	0.0926979	0.2099378	0.0944736	0.2083315	0.0916851	-0.0309878	0.6395851	-0.0890485	0.6609190	0.2114367	0.0839279	0.0034860	0.0518773	0.0074226	0.1136778	0.5464796
310	52.316	38.410	1.957	6.128	16.739	15.459	17.044	16.403	16.575	16.435	-5.662	10.739	0.2233165	0.0929247	0.2278034	0.0934791	0.2247584	0.0933504	0.2289125	0.0932664	-0.0633497	0.6391029	-0.0390590	0.6326581	0.2602492	0.1047564	0.0346893	0.0966193	0.0639533	0.1791737	0.5566325
311	24.935	19.894	0.109	0.603	8.462	8.288	7.876	7.654	8.488	9.499	-8.884	1.373	0.1111385	0.0541833	0.1080605	0.0517147	0.1124920	0.0541806	0.1087071	0.0512035	-0.1132032	0.6933005	-0.0636105	0.6915776	0.1127490	0.0469412	0.0031495	0.0237661	0.0117095	0.1077826	0.4252287
312	41.412	29.852	0.250	1.495	14.508	12.123	14.797	12.867	11.858	10.982	-8.628	2.928	0.1749169	0.0663336	0.1756012	0.0645101	0.1782365	0.0680087	0.1787674	0.0660526	-0.1665350	0.5301117	-0.1586703	0.5409396	0.1818932	0.0596825	0.0066341	0.0366352	0.0194078	0.1025005	0.5381956
313	64.621	44.512	9.728	10.402	20.902	17.362	29.418	23.776	4.573	10.848	9.516	17.487	0.1711849	0.0808769	0.2269608	0.0789053	0.1718996	0.0812401	0.2287459	0.0787526	-0.0191055	0.7009827	-0.0786311	0.5735377	0.3859153	0.1196084	0.1868427	0.1314363	0.3204949	0.2177115	0.1050296
314	40.068	27.703	0.224	1.384	12.970	11.623	12.567	10.788	14.307	12.309	-8.662	2.832	0.1855684	0.0768551	0.1816620	0.0783789	0.1866941	0.0773460	0.1834972	0.0798678	-0.0571774	0.6422645	-0.0927752	0.6138442	0.1885908	0.0693813	0.0049755	0.0418691	0.0125861	0.1091964	0.4782886
315	56.434	42.776	0.991	7.274	16.351	15.423	16.789	17.255	22.303	21.371	-7.787	8.693	0.2607203	0.1183893	0.2629926	0.1227499	0.2619695	0.1181167	0.2632599	0.1193630	-0.0548559	0.6410599	-0.0476647	0.6398834	0.2740264	0.1157975	0.0121701	0.0824027	0.0179796	0.1324114	0.5263668
316	58.416	42.920	0.492	3.516	17.542	16.797	17.505	14.631	22.878	21.232	-8.377	4.254	0.2681723	0.1086144	0.2703323	0.1058309	0.2689844	0.1072425	0.2705262	0.1048401	-0.0220704	0.6247559	-0.0143041	0.6605417	0.2745248	0.0949684	0.0052722	0.0658521	0.0095794	0.1180841	0.4996601
317	35.342	24.690	0.104	0.565	12.142	10.366	11.889	9.738	11.207	10.366	-8.930	1.156	0.1568309	0.0674421	0.1540711	0.0652020	0.1584336	0.0668712	0.1559842	0.0650204	-0.1036103	0.6121769	-0.1172550	0.6262459	0.1570960	0.0555788	0.0016451	0.0272539	0.0086459	0.0950214	0.5445123
318	59.372	41.074	0.142	0.843	19.599	16.970	20.214	15.509	19.416	15.906	-8.791	2.200	0.2570309	0.0785942	0.2650349	0.0816226	0.2601715	0.0805141	0.2684351	0.0836559	-0.1023823	0.5217983	-0.1094257	0.5358816	0.2631807	0.0634998	0.0021479	0.0380142	0.0052327	0.0849811	0.3388081
319	43.645	44.073	14.104	32.047	11.072	11.850	9.043	9.343	9.427	13.433	1.745	22.413	0.1394362	0.0888206	0.1273783	0.0899653	0.1396983	0.0869730	0.1273492	0.0903199	-0.0447692	0.7752673	0.0177041	0.8083828	0.3053623	0.2871986	0.1719552	0.3062645	0.2034043	0.3637364	0.6291062
320	22.416	18.029	0.654	5.305	6.512	7.251	6.891	7.846	8.359	9.375	-8.401	4.794	0.1003194	0.0599668	0.1025075	0.0600000	0.1001505	0.0579599	0.1018617	0.0586395	-0.0105444	0.8104165	0.0523201	0.8164594	0.1111862	0.0829722	0.0097727	0.0733761	0.0225977	0.1510398	0.5011221
321	23.226	27.190	3.569	12.796	4.024	7.157	10.414	14.557	5.218	9.311	-5.789	10.193	0.0624436	0.0850806	0.1079392	0.1077606	0.0624675	0.0841502	0.1071374	0.1043511	0.0073115	0.8493677	-0.0054994	0.7465957	0.1497398	0.1764985	0.0645485	0.1544707	0.1675261	0.2683267	0.5728822
322	42.819	41.752	15.673	25.789	16.464	18.018	4.963	7.611	5.719	11.188	6.244	23.020	0.1458662	0.1050603	0.0696838	0.0939544	0.1463217	0.1048426	0.0695228	0.0933507	-0.0356046	0.7188501	-0.0033272	0.8185855	0.3272509	0.2846694	0.2194759	0.2801756	0.3141611	0.3776526	0.4246952
323	32.754	36.863	16.209	27.208	5.651	6.396	7.769	9.634	3.126	5.146	4.494	21.486	0.0586610	0.0423925	0.0743813	0.0517848	0.0593789	0.0428453	0.0740883	0.0499574	-0.0966870	0.8136567	-0.0209509	0.8194275	0.2884624	0.2990566	0.2219412	0.2906224	0.3168993	0.4021766	0.1812297
324	30.251	27.517	2.590	7.413	11.259	14.149	7.643	9.014	8.760	11.148	-4.484	11.816	0.1363865	0.0886686	0.1098151	0.0822196	0.1364970	0.0878230	0.1097677	0.0821530	-0.0212312	0.7752377	-0.0164532	0.8148216	0.1675279	0.1256656	0.0444272	0.1066646	0.0965025	0.2373975	0.4860102
325	55.059	46.326	15.852	28.812	18.148	19.340	10.063	10.634	10.996	15.679	6.370	25.690	0.1962590	0.1037911	0.1453958	0.1174423	0.1956250	0.1016963	0.1456687	0.1166711	0.0113307	0.7378414	-0.0335673	0.7855117	0.3738500	0.2675991	0.2030225	0.2955798	0.2485790	0.3602922	0.4564213
326	54.113	38.676	1.752	4.582	16.678	16.286	18.059	17.775	17.623	20.377	-6.028	7.922	0.2317455	0.1192612	0.2361149	0.1170320	0.2302996	0.1158359	0.2351178	0.1145088	0.0370931	0.8103433	0.0327262	0.7560365	0.2794358	0.1146352	0.0455054	0.1002386	0.0865681	0.1848084	0.3138825
327	40.712	32.065	1.693	9.797	12.619	13.201	11.320	10.982	15.079	15.660	-7.131	9.656	0.1849906	0.0969157	0.1777937	0.0998667	0.1845066	0.0944631	0.1773096	0.0977438	0.0040824	0.7294702	0.0231256	0.7799098	0.2074022	0.1331020	0.0260099	0.1209981	0.0373786	0.1756650	0.4817093
328	40.113	30.204	1.390	4.924	13.898	14.017	12.566	12.000	12.259	12.426	-6.203	9.616	0.1778002	0.0774212	0.1696329	0.0800302	0.1788461	0.0775677	0.1702059	0.0783116	-0.0576696	0.6758330	-0.0638213	0.6853931	0.1993960	0.0946705	0.0256795	0.0768040	0.0539817	0.1630740	0.4296288
329	37.323	27.441	5.192	9.279	13.695	13.546	10.510	9.869	7.926	11.200	-0.294	14.871	0.1442513	0.0724609	0.1227103	0.0715794	0.1458233	0.0726104	0.1236009	0.0712022	-0.1130770	0.6875584	-0.0910432	0.7512674	0.2213247	0.1311123	0.0878439	0.1311146	0.1913635	0.2822157	0.2941845
330	34.976	31.756	11.320	16.476	7.983	8.159	11.529	13.146	4.144	8.166	6.421	19.758	0.0816068	0.0548496	0.1032362	0.0634427	0.0815200	0.0534875	0.1033354	0.0624221	-0.0027810	0.8526054	-0.0399597	0.7972134	0.2548587	0.1928767	0.1624370	0.1859661	0.3171389	0.3539461	0.3887802
331	50.270	43.137	10.410	23.965	13.963	13.966	13.989	14.278	11.908	14.485	2.501	23.899	0.1782309	0.1051281	0.1768323	0.0989378	0.1783632	0.1033461	0.1768847	0.0979969	-0.0360584	0.7113606	0.0099439	0.7295728	0.3119295	0.2303482	0.1343979	0.2455276	0.1696130	0.3181650	0.5297410
332	28.070	28.817	18.455	26.671	4.702	4.438	3.420	4.001	1.494	3.068	0.133	13.700	0.0429944	0.0306377	0.0329371	0.0299582	0.0430490	0.0299597	0.0328542	0.0293767	-0.0215345	0.8631457	0.0272751	0.8780071	0.2796164	0.2577020	0.2416506	0.2633002	0.4797468	0.4255406	0.1505331
333	33.813	24.784	0.845	3.283	10.697	10.229	11.227	10.658	11.044	11.268	-7.521	6.184	0.1479614	0.0761314	0.1509594	0.0732688	0.1478218	0.0753459	0.1520266	0.0724049	0.0058337	0.7307460	-0.0772626	0.6648648	0.1662845	0.0755894	0.0168240	0.0562858	0.0483485	0.1592201	0.5133052
334	43.085	32.403	5.464	9.345	12.732	11.728	16.858	15.947	8.031	12.608	1.105	15.832	0.1400439	0.0742354	0.1652458	0.0731882	0.1397265	0.0730008	0.1658072	0.0723638	0.0109932	0.7680492	-0.0343284	0.6792167	0.2467976	0.1268235	0.0941527	0.1247283	0.1977814	0.2567046	0.2969416
335	40.701	41.714	8.187	15.220	8.482	9.346	18.152	23.655	5.880	9.761	3.497	21.204	0.0988810	0.0926636	0.1600211	0.1132208	0.0988454	0.0921798	0.1603650	0.1122711	-0.0158132	0.7954867	-0.0459567	0.7442449	0.2494918	0.2072973	0.1200408	0.1772310	0.1915400	0.2901967	0.3959790
336	55.240	43.044	10.560	18.828	15.839	14.696	18.089	18.113	10.752	15.241	4.861	21.897	0.1795929	0.1017251	0.1949424	0.1043731	0.1800814	0.1007591	0.1952183	0.1031671	-0.0470012	0.7254630	-0.0306617	0.7466095	0.3424193	0.2017642	0.1551515	0.2193079	0.2252410	0.3109493	0.4158156
337	53.255	40.889	4.852	11.924	20.706	22.315	14.299	12.792	13.397	14.653	-0.606	17.978	0.2307616	0.0927971	0.1876681	0.1001130	0.2311929	0.0928378	0.1891246	0.1007268	0.0111163	0.6981731	-0.0686216	0.6620744	0.2857991	0.1420733	0.0765841	0.1434851	0.1232317	0.2352515	0.3490370
338	48.409	36.402	0.401	2.379	14.776	14.019	13.948	13.542	19.283	19.388	-8.414	3.996	0.2292069	0.1117869	0.2252311	0.1185922	0.2305352	0.1106243	0.2250253	0.1163921	-0.0711259	0.6819130	-0.0218135	0.7038583	0.2351291	0.1068410	0.0079101	0.0609637	0.0171934	0.1200884	0.6094860
339	66.957	47.107	4.671	7.117	26.425	21.687	26.806	23.047	9.055	13.843	0.004	14.068	0.2363672	0.0831303	0.2376150	0.0913053	0.2371193	0.0815605	0.2386893	0.0909582	-0.0381684	0.6456501	-0.0389423	0.6079329	0.3557826	0.1096572	0.1187914	0.1139026	0.2005035	0.1860189	0.0619880
340	5.939	10.153	0.499	2.461	4.987	8.913	0.335	0.889	0.118	0.545	-8.536	3.093	0.0330770	0.0500872	0.0032977	0.0083713	0.0340970	0.0508711	0.0032758	0.0082767	-0.3013503	0.6420228	0.0217633	0.5464679	0.0311475	0.0690555	0.0129602	0.0517349	0.1586960	0.2114164	-0.0091145
341	62.449	45.243	36.800	32.159	3.301	4.079	21.323	17.622	1.024	4.838	21.035	22.815	0.0298560	0.0471988	0.1544551	0.0880915	0.0300012	0.0471788	0.1536760	0.0847583	-0.0916032	0.8030220	-0.0089333	0.7657197	0.5906841	0.2536672	0.4985284	0.2608090	0.6644323	0.2840655	0.1556779
342	28.211	32.597	5.649	10.198	15.804	22.509	3.686	5.056	3.072	7.546	0.340	15.121	0.1260474	0.1255026	0.0458300	0.0615911	0.1263821	0.1244233	0.0460428	0.0622145	-0.0641278	0.7466891	-0.0234654	0.8537602	0.1812467	0.1860731	0.0953080	0.1405756	0.1976067	0.2766183	0.1915132
343	59.558	43.443	2.791	7.933	18.636	16.965	20.628	19.065	17.503	18.546	-3.704	12.789	0.2382625	0.1025802	0.2541454	0.0956348	0.2408726	0.1039749	0.2560130	0.0963030	-0.0919859	0.6210227	-0.0598510	0.5941054	0.2966601	0.1139651	0.0504561	0.1164483	0.0834395	0.1972305	0.4061417
344	63.654	44.471	1.784	5.627	20.678	18.161	20.658	17.079	20.534	19.066	-5.628	10.416	0.2746414	0.0894703	0.2755895	0.0993855	0.2768755	0.0896494	0.2775485	0.0996634	-0.0740834	0.5798008	-0.0681575	0.5892072	0.3091418	0.1009665	0.0340261	0.1020459	0.0525130	0.1637612	0.4218630
345	53.660	35.862	0.562	1.931	18.017	14.310	19.649	16.980	15.433	13.970	-8.000	4.829	0.2237165	0.0798327	0.2350155	0.0818004	0.2266509	0.0813384	0.2375014	0.0828934	-0.1169394	0.5732155	-0.0810924	0.5942665	0.2458414	0.0727065	0.0164754	0.0523545	0.0357170	0.1144166	0.3970629
346	37.972	28.106	1.647	3.360	13.222	11.376	16.444	16.187	6.660	8.790	-5.623	8.409	0.1339162	0.0552772	0.1546032	0.0597857	0.1349930	0.0556679	0.1563503	0.0604248	-0.0550674	0.7124619	-0.1004785	0.5815585	0.1870850	0.0764405	0.0428252	0.0609869	0.1155670	0.1707508	0.2081454
347	24.107	17.320	0.200	1.004	9.575	8.382	8.658	7.165	5.675	6.576	-8.771	2.020	0.1008167	0.0477327	0.0976959	0.0474757	0.1021809	0.0477392	0.0985052	0.0479366	-0.1482095	0.6681988	-0.0721738	0.7096130	0.1095247	0.0439804	0.0102684	0.0269996	0.0542501	0.1232265	0.4083255
348	61.547	46.311	11.713	20.187	15.922	14.237	20.741	20.246	13.170	19.325	6.893	24.286	0.1986950	0.1144949	0.2288682	0.1084723	0.1986283	0.1141988	0.2283358	0.1055708	0.0179581	0.7264816	-0.0132616	0.7085508	0.3883534	0.2111631	0.1745717	0.2390340	0.2283380	0.3124588	0.4229213
349	49.575	36.772	1.407	6.082	15.445	12.858	15.706	15.475	17.017	16.955	-6.530	10.161	0.2182031	0.0863669	0.2195505	0.0858897	0.2189337	0.0865490	0.2194583	0.0844722	-0.0233759	0.6343647	0.0000327	0.7016481	0.2408730	0.0939074	0.0219963	0.0841358	0.0381096	0.1574919	0.4453631
350	67.079	46.968	0.588	3.443	21.497	18.268	20.640	17.771	24.355	21.449	-8.039	5.981	0.3068202	0.1049786	0.3004801	0.1034561	0.3082614	0.1042308	0.2992876	0.1020707	-0.0526157	0.5990893	0.0427850	0.6475809	0.3147036	0.0900854	0.0110535	0.0714096	0.0164430	0.1118889	0.3400959
351	42.072	37.554	14.919	23.388	10.824	11.934	9.869	10.593	6.460	10.182	6.322	22.085	0.1174532	0.0799676	0.1117650	0.0777070	0.1178379	0.0781130	0.1111630	0.0753631	-0.0649028	0.7695705	0.0176401	0.8148142	0.3351844	0.2772051	0.2205753	0.2801921	0.3020475	0.3819112	0.4913373
352	20.072	17.440	1.701	7.908	5.749	7.106	5.516	6.554	7.107	8.239	-7.262	7.734	0.0879379	0.0616159	0.0866040	0.0592217	0.0879733	0.0606266	0.0861452	0.0575106	-0.0373775	0.7869740	0.0076507	0.8497492	0.1143065	0.1205233	0.0270356	0.1129310	0.0454841	0.2135413	0.5384176
353	43.495	31.178	1.192	4.360	12.701	12.276	14.530	14.609	15.072	16.752	-6.978	7.410	0.1862393	0.0977943	0.2000197	0.0954229	0.1854912	0.0961226	0.1991791	0.0927561	0.0350607	0.7950769	0.0416000	0.7450480	0.2203305	0.1113068	0.0272009	0.0864481	0.0513112	0.1622217	0.4430602
